subID_noempty_EMA,group,hyper,beta_self,k_self,eps_self,BIC_self,pseudoR2_self,beta_other,k_other,eps_other,BIC_other,psedoR2_other,exclude_extreme_kappa,betaO_1eps,betaS_1eps,ko_1eps,ks_1eps,hyper_1eps,eps_1eps,OUS_IB,OUS_IH,sd,manipulation,callous,life_style,Gender,Country,GrewUp,YearBorn,age,Student,Race,Education,Politics,PolConvict,Religious,Income,MoneyGround,SES,MonthsEA,InvolvedEA,LearnEA,EmployedEA,HigherJob,EAArea,EAOften,EA_talk,EA_Persuade,EA_ID_1,EA_Fulfil_1,EA_SocialB_1,EA_identity,EA_Familiarity,EA_Agreement,EA_Future,EA_familiarity,OUS_1,OUS_2,OUS_3,OUS_4,OUS_5,OUS_6,OUS_7,OUS_8,OUS_9,OUS_IB.1,OUS_IH.1,OUS_overall,sd.1,manipulation.1,callous.1,life_style.1,QCAE_QCAE_1,QCAE_QCAE_2,QCAE_QCAE_3,QCAE_QCAE_4,QCAE_QCAE_5,QCAE_QCAE_6,QCAE_QCAE_7,QCAE_QCAE_8,QCAE_QCAE_9,QCAE_QCAE_10,QCAE_QCAE_11,QCAE_QCAE_12,QCAE_QCAE_13,QCAE_QCAE_14,QCAE_QCAE_15,QCAE_QCAE_16,QCAE_QCAE_17,QCAE_QCAE_18,QCAE_QCAE_19,QCAE_QCAE_20,QCAE_QCAE_21,QCAE_QCAE_22,QCAE_QCAE_23,QCAE_QCAE_24,QCAE_QCAE_25,QCAE_QCAE_26,QCAE_QCAE_27,QCAE_QCAE_28,QCAE_QCAE_29,QCAE_QCAE_30,QCAE_QCAE_31,TrolleyWrong_1,SoldierWrong_1,CruiseWrong_1,TSC_1,TSC_2,TSC_3,TSC_4,TSC_5,TSC_6,TSC_7,TSC_8,TSC_9,TSC_10,TSC_11,TSC_12,TSC_13,restrain,impulsive,unidimension,MConvict1,MConvict2,MConvict3,MConvict4,MConvict5,moral_importance,moral_self,RIP,participant_ID,group.1,neutral,do_moral,target_moral,witness_moral,learn_moral,do_immoral,target_immoral,witness_immoral,learn_immoral
Mer12Ra,nonEA,0.07284121740813099,2.39911394592029,0.589585145588962,0.0,16.4242918460374,0.808047451964267,100.0,0.662426362997093,0.114294777538976,31.9886217590711,0.743633857551466,0,99.99445363,6.203320458,0.662382199,0.621095528,0.041286671,0.074306957,3.4,1.5,,,,,1,185,1,79,20,1.0,3,3,2,6,2,6,1,2,,,,,,,,,,,,,,,,,,5,3,5,2,2,2,1,2,1,3.4,1.5,2.555555556,,,,,2,2,3,3,2,2,3,3,3,3,3,2,3,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,6,6.0,5,3,4,3,3,5,4,2,3,3,4,3,2,4.0,3.25,3.384615385,4,3,4,4,4,3.666666667,4.0,MLRP_eFmfQQdj0IBTyrb,Mer12Ra,nonEA,6,0,0,0,0,0,0,0,1
MOU,nonEA,-0.07354265134200894,0.682365028470833,0.519717701302342,0.0,35.5884073076623,0.413076389971271,100.0,0.446175049960333,0.171391887194222,39.1807893369331,0.669518825424152,0,88.32919707,39.91326414,0.446832937,0.399934866,0.046898071,0.157092928,5.2,4.0,2.6,5.571428571428571,3.4375,5.571428571428571,2,185,1,77,22,2.0,1,4,2,7,5,10,1,2,,,,,,,,,,,,,,,,,,5,5,6,5,5,4,3,5,4,5.2,4.0,4.666666667,2.6,5.571428571,3.4375,5.571428571,4,2,3,3,3,3,4,4,3,4,4,3,3,3,3,3,2,3,4,4,4,3,4,4,3,3,4,2,2,3,3,3,4,5.0,7,4,6,7,1,7,2,1,7,6,5,7,7,4.5,5.0,4.538461538,2,2,2,2,3,2.0,2.5,MLRP_eKi4fbEENNblVUp,MOU,nonEA,3,1,0,1,0,0,0,0,0
NONAME12,nonEA,0.0013342298103510286,0.697371235391476,0.445552325934316,0.0,34.9601766218322,0.426024179899577,100.0,0.446886555744667,0.0856642562085162,27.5862903308409,0.788999726979018,0,99.99658911,1.009288904,0.446717951,0.440157361,0.006560591,0.072745448,2.4,4.75,2.8,3.857142857142857,3.5625,2.5714285714285716,2,185,1,79,20,1.0,1,3,2,5,1,3,1,5,,,,,,,,,,,,,,,,,,2,2,2,2,4,5,4,6,4,2.4,4.75,3.444444444,2.8,3.857142857,3.5625,2.571428571,3,1,3,3,2,2,2,3,3,2,2,2,2,3,3,3,3,2,2,3,2,3,2,3,2,2,2,3,3,2,3,3,3,3.0,6,6,5,6,2,7,2,1,6,5,5,5,4,3.75,4.5,4.153846154,2,3,1,1,1,2.0,1.0,MLRP_6tghXZPHG3oGoPH,NONAME12,nonEA,19,1,2,2,0,0,0,2,0
NONAME892,nonEA,0.7027389856650981,100.0,0.297261014334902,0.342819615976832,52.11456723931,0.072473404566613,17.6427631659432,1.0,0.399992652551795,54.2215128287559,0.514524702616761,0,96.93172479,74.16394933,0.815110864,0.300426745,0.514684119,0.357093139,4.2,2.5,4.1,3.857142857142857,3.1875,3.142857142857143,2,185,1,67,32,2.0,1,5,6,3,5,6,1,7,,,,,,,,,,,,,,,,,,3,3,5,5,5,1,3,2,4,4.2,2.5,3.444444444,4.1,3.857142857,3.1875,3.142857143,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,4,2,2,5,6,5.0,4,3,4,3,5,5,3,4,3,3,5,3,3,4.5,4.0,3.384615385,5,4,3,3,4,4.0,3.5,MLRP_0leLl5ayI6n1xv7,NONAME892,nonEA,30,0,0,0,0,1,0,0,0
Old16rs,nonEA,0.225471581566843,5.76891956994835,0.670153328471353,0.0987716076297101,31.7142828870134,0.492921819820657,100.0,0.895624910038196,0.0571069995427402,22.4429741773116,0.842001417753453,0,98.55895448,5.439539926,0.892958804,0.67080633,0.222152474,0.076426861,5.4,3.5,4.1,2.7142857142857144,2.8125,3.5714285714285716,2,185,1,77,22,2.0,1,4,2,5,2,5,6,6,,,,,,,,,,,,,,,,,,5,4,7,5,6,3,1,5,5,5.4,3.5,4.555555556,4.1,2.714285714,2.8125,3.571428571,2,1,3,3,3,3,4,2,1,2,4,2,2,1,4,4,3,3,4,4,4,4,3,4,4,3,4,2,1,2,2,5,5,4.0,7,6,4,5,3,5,4,4,5,3,7,3,5,4.25,4.5,3.615384615,5,4,3,5,5,4.0,5.0,MLRP_1Fefj1yRqB25VHf,Old16rs,nonEA,0,0,0,1,0,0,0,0,0
OWE02VA,nonEA,0.19520531701228094,99.1492878327021,0.703864151807796,0.0285270748089943,16.192548105369,0.812823674041687,1.01693606903863,0.899069468820077,0.0,21.2198511833703,0.854605656880284,0,1.050492292,86.10360246,0.903800015,0.704741871,0.199058144,0.018289631,1.4,1.0,5.6,2.0,1.4375,1.4285714285714286,2,185,1,79,20,1.0,4,3,1,7,1,2,3,2,,,,,,,,,,,,,,,,,,2,1,2,1,1,1,1,1,1,1.4,1.0,1.222222222,5.6,2.0,1.4375,1.428571429,1,2,3,3,3,4,4,1,1,3,4,4,2,1,3,4,1,4,4,4,3,4,3,4,3,2,2,4,1,3,2,1,1,5.0,5,2,1,5,5,6,2,1,2,1,6,1,1,4.5,3.5,2.615384615,5,4,3,3,4,4.0,3.5,MLRP_aeZZXdnuh5SfMqx,OWE02VA,nonEA,5,0,0,0,0,0,1,0,0
OXF21E ,nonEA,0.0007415402431379947,76.725709465311,0.809292435674985,0.0285397808368588,16.1925472631486,0.812823691399791,1.43749046844436,0.810033975918123,0.0,20.3532733772703,0.863535710476033,0,1.523649405,67.82901061,0.812523303,0.812631391,-0.000108088,0.018287888,4.4,4.25,3.3,2.4285714285714284,1.5625,1.0,2,185,1,79,20,1.0,1,3,6,5,7,10,6,2,,,,,,,,,,,,,,,,,,5,5,3,4,5,4,4,4,5,4.4,4.25,4.333333333,3.3,2.428571429,1.5625,1.0,2,2,3,4,4,3,4,3,3,3,3,3,3,3,4,4,2,4,4,4,4,4,4,4,4,4,4,3,2,3,3,3,5,5.0,4,3,3,2,5,2,6,6,3,3,6,2,2,4.25,4.0,3.307692308,3,3,3,3,3,3.0,3.0,MLRP_6lespKnquZlQfop,OXF21E,nonEA,2,0,0,0,0,0,0,0,0
pea94ns,nonEA,0.12688022046371805,5.836410750342,0.528196550688732,0.0310553880179453,19.182503629541,0.751200902510238,3.40182287245686,0.65507677115245,0.0,13.4161056103843,0.9350229785839,0,3.401252031,1.74439332,0.655030328,0.542377836,0.112652492,1.98987e-11,5.6,3.25,4.3,2.4285714285714284,2.3125,3.7142857142857144,1,184,1,75,24,2.0,1,4,2,6,1,1,4,7,,,,,,,,,,,,,,,,,,5,5,7,6,5,4,4,3,2,5.6,3.25,4.555555556,4.3,2.428571429,2.3125,3.714285714,1,3,3,4,3,3,3,3,4,4,2,3,3,2,3,3,2,4,2,2,3,3,3,4,3,3,3,3,3,4,3,2,3,4.0,6,7,5,6,3,6,5,2,6,5,3,2,4,3.0,3.5,4.461538462,5,5,4,4,5,4.666666667,4.5,MLRP_56DKZtGdfXPdHdX,Pea94ns,nonEA,30,0,0,2,0,1,0,0,0
PET05NT,nonEA,0.32450541222055396,6.15457546566381,0.675494587779446,0.0,10.5744569036506,0.92861213569856,24.4282147512603,1.0,0.0,7.11069612312644,0.999999999998479,0,60.61635592,6.163635703,0.959062943,0.675437164,0.283625779,9.55919e-12,4.4,3.0,3.2,3.2857142857142856,2.875,3.5714285714285716,1,184,1,69,30,2.0,1,4,2,4,2,4,6,7,,,,,,,,,,,,,,,,,,5,4,6,4,3,3,4,2,3,4.4,3.0,3.777777778,3.2,3.285714286,2.875,3.571428571,2,2,4,3,3,4,2,2,3,2,3,3,3,2,4,4,2,3,4,4,4,4,3,4,2,4,4,3,2,3,2,6,6,7.0,7,4,3,7,1,7,1,3,4,5,2,7,4,5.25,3.5,3.769230769,1,3,3,3,4,2.333333333,3.5,MLRP_6hd09XuL42DZzql,PET05NT,nonEA,6,0,0,0,0,0,1,3,0
PIT10IS,nonEA,0.082132311355534,100.0,0.445023494076524,0.114350342757215,32.0002774610415,0.487027491911063,91.7802371242251,0.527155805432058,0.114235720636336,31.9874997248018,0.743645420074867,0,50.80383391,98.01966544,0.529113774,0.445015295,0.084098479,0.114258795,2.4,4.0,3.4,3.142857142857143,3.0625,3.0,1,185,1,79,20,1.0,1,3,5,3,4,1,5,4,,,,,,,,,,,,,,,,,,3,2,3,2,2,2,5,5,4,2.4,4.0,3.111111111,3.4,3.142857143,3.0625,3.0,3,2,3,4,3,3,3,3,4,3,3,2,2,3,2,3,4,3,3,3,3,2,3,3,2,2,2,3,2,2,3,2,4,5.0,6,2,2,5,5,5,5,2,3,2,6,4,3,4.25,4.5,3.384615385,4,4,3,4,4,3.666666667,4.0,MLRP_6EwliTJtoQXqum9,PIT10IS,nonEA,29,3,0,0,0,1,0,0,2
pla09so,nonEA,0.26737461926175593,3.98917271645405,0.416777274883993,0.0,12.7652768958269,0.883459490867228,1.69104189386976,0.684151894145749,0.0,19.4585061690851,0.87275625486174,0,1.690745392,3.990709297,0.684109546,0.416769673,0.267339872,1.73498e-09,4.8,2.25,3.3,3.4285714285714284,2.375,3.4285714285714284,2,185,1,80,19,2.0,3,2,2,6,1,5,6,4,,,,,,,,,,,,,,,,,,2,5,6,5,6,2,2,2,3,4.8,2.25,3.666666667,3.3,3.428571429,2.375,3.428571429,3,1,2,4,4,3,4,3,3,2,4,1,2,2,3,3,2,3,3,3,2,4,3,4,4,4,3,3,1,3,3,3,6,7.0,3,2,2,6,3,6,7,5,2,2,5,2,3,3.75,3.0,3.230769231,5,4,5,5,5,4.666666667,5.0,MLRP_0GQ2nBmH4v14ibP,pla09so,nonEA,0,0,0,0,0,1,0,0,0
POC01AL,nonEA,0.088357822863663,3.19679624748817,0.219857008322823,0.0,17.128610804446,0.793531488128552,0.736920376900923,0.308214831186486,0.0,30.1074004503962,0.763019776500322,0,0.736829333,3.197526794,0.308162014,0.219817754,0.08834426,3.86455e-14,3.0,5.25,3.9,4.714285714285714,2.4375,3.142857142857143,2,78,1,81,18,2.0,4,2,1,7,1,2,2,4,,,,,,,,,,,,,,,,,,1,2,1,6,5,3,7,6,5,3.0,5.25,4.0,3.9,4.714285714,2.4375,3.142857143,1,3,4,4,4,4,2,3,4,3,3,3,4,3,4,2,3,4,4,4,3,3,3,4,3,3,4,4,3,3,3,5,4,5.0,5,2,1,1,1,5,6,4,2,2,7,1,2,4.25,2.75,2.230769231,2,2,2,2,1,2.0,1.5,MLRP_0MWviHSXze7JibX,POC01AL,nonEA,25,3,2,0,1,3,4,0,0
PRI11TH,nonEA,0.13970225018780003,4.65611773913333,0.756084020812816,0.0,11.0117600508489,0.9195993488153,1.73213623667932,0.895786271000616,0.0,15.8637602953714,0.909799983756474,0,1.732709057,4.652082084,0.895751981,0.756049104,0.139702877,7.2274e-13,5.2,3.25,4.4,2.0,1.5625,1.0,2,184,2,57,42,2.0,1,4,8,1,7,6,1,5,,,,,,,,,,,,,,,,,,6,4,6,4,6,2,5,4,2,5.2,3.25,4.333333333,4.4,2.0,1.5625,1.0,2,3,3,4,4,4,3,2,2,3,2,3,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,4,4,4,7,7.0,3,2,2,2,5,5,4,2,2,2,5,2,2,3.75,3.5,3.076923077,5,5,5,5,5,5.0,5.0,MLRP_b94mX6EQcxQYYmN,PRI11TH,nonEA,27,5,3,4,0,0,1,0,1
QUI24IG,nonEA,0.149222900018114,3.03692318698633,0.266211394298219,0.0727003036215109,30.0613771243933,0.526988090489069,1.26496874266029,0.415434294316333,0.0,22.1765133695889,0.844747286938402,0,2.262811127,2.932771661,0.435365943,0.265866287,0.169499656,0.052364062,3.2,4.5,4.3,3.2857142857142856,2.75,4.428571428571429,2,185,1,77,22,1.0,1,3,1,6,2,4,5,4,,,,,,,,,,,,,,,,,,2,4,5,2,3,5,2,5,6,3.2,4.5,3.777777778,4.3,3.285714286,2.75,4.428571429,2,2,3,3,3,3,4,3,3,3,3,3,3,3,3,3,2,2,3,4,3,3,3,3,3,3,3,3,2,2,3,1,3,3.0,5,5,5,7,2,6,2,1,6,6,4,3,5,3.75,3.75,4.384615385,5,3,2,4,4,3.333333333,4.0,MLRP_bdq31JwKz0Cmdp3,QUI24IG,nonEA,24,1,1,0,0,3,2,0,3
ROA09AN,nonEA,0.406255458547635,1.56943006980197,0.148839364723818,0.0,21.2870035753417,0.707827307719411,100.0,0.555094823271453,0.0,7.1106961232276,0.999999999997436,0,96.92277306,1.568769919,0.554407097,0.14878199,0.405625107,2.1626e-12,5.0,4.5,3.2,3.857142857142857,2.625,4.714285714285714,2,185,1,78,21,1.0,1,3,3,7,6,8,3,4,,,,,,,,,,,,,,,,,,7,5,3,5,5,4,4,4,6,5.0,4.5,4.777777778,3.2,3.857142857,2.625,4.714285714,2,2,4,3,3,3,4,1,3,2,4,2,2,1,3,3,3,3,3,4,3,4,2,3,3,3,3,3,1,3,3,1,3,3.0,7,6,6,6,5,7,3,4,5,6,5,6,3,4.5,5.25,4.230769231,4,2,2,2,2,2.666666667,2.0,MLRP_7OtjqJZvsPrjHAp,ROA09AN,nonEA,15,4,1,1,0,1,0,0,0
ROM03GO,nonEA,0.008868239413379025,1.01253628655487,0.151432352317781,0.0,22.8813692381268,0.674967544361359,1.56971566877338,0.16030059173116,0.0,19.5100014306696,0.872225598015188,0,1.569806008,1.012367271,0.160287596,0.151396016,0.008891581,8.87017e-13,6.0,4.0,3.9,3.0,2.8125,1.8571428571428572,2,184,1,78,21,1.0,1,4,2,6,2,3,2,5,,,,,,,,,,,,,,,,,,7,7,6,5,5,6,2,3,5,6.0,4.0,5.111111111,3.9,3.0,2.8125,1.857142857,3,2,4,4,4,3,4,4,4,4,4,4,3,4,3,3,2,3,3,3,3,3,2,3,2,3,3,3,2,4,4,3,3,3.0,5,3,5,6,5,5,5,4,2,5,7,3,3,4.25,4.25,3.692307692,5,4,4,5,5,4.333333333,5.0,MLRP_0J6uZoViQOfNu4t,ROM03GO,nonEA,1,4,0,0,1,0,0,0,0
SAN28LE,nonEA,0.15288986075370692,100.0,0.704091035020668,0.142817365257091,35.8188394114016,0.408327200638038,2.01325904009194,0.856980895774375,0.0775343501965499,31.198635029225,0.751774642819445,0,2.182150354,95.81102389,0.856917541,0.704679772,0.152237768,0.114450226,3.2,4.25,4.8,3.4285714285714284,2.0625,2.2857142857142856,2,185,1,78,21,1.0,4,3,1,5,1,10,2,2,,,,,,,,,,,,,,,,,,3,5,1,2,5,3,5,4,5,3.2,4.25,3.666666667,4.8,3.428571429,2.0625,2.285714286,2,2,4,4,3,2,3,3,3,4,4,4,4,4,3,3,2,3,3,4,4,3,3,3,3,3,4,4,1,3,3,5,3,5.0,5,5,3,2,2,5,6,5,3,3,6,2,1,3.75,3.25,2.923076923,5,5,5,5,5,5.0,5.0,MLRP_bQJksSS4Yk2i2zz,SAN28LE,nonEA,20,0,1,0,1,1,1,2,0
SEA25ES,nonEA,0.130809145212697,100.0,0.488690582887871,0.028536900422995,16.1925901633553,0.812822807229569,98.8593371657498,0.619499728100568,0.0856642999802735,27.586290032596,0.788999730052421,0,64.89412075,99.36525801,0.61757359,0.48859965,0.12897394,0.057092964,4.2,4.75,3.6,3.4285714285714284,3.1875,3.2857142857142856,1,184,1,74,25,2.0,1,4,2,6,1,4,5,7,,,,,,,,,,,,,,,,,,4,4,5,3,5,4,5,6,4,4.2,4.75,4.444444444,3.6,3.428571429,3.1875,3.285714286,2,2,3,3,3,3,2,2,3,3,4,4,3,3,2,3,3,2,2,3,2,4,2,3,2,3,3,3,2,3,3,1,1,2.0,7,5,3,6,3,7,1,1,5,5,2,5,4,4.5,3.75,4.0,4,3,2,3,3,3.0,3.0,MLRP_byC8xEmvcb88O6p,SEA25ES,nonEA,3,2,1,0,0,1,0,0,0
SIL24IK,nonEA,0.15939078480481605,0.756348188476139,0.578463528827036,0.0,33.1752875381652,0.462810617464479,99.9622606170535,0.737854313631852,0.057096478330236,22.4429741825791,0.842001417699171,0,3.473885139,0.779821928,0.755818476,0.577633365,0.178185111,0.024725607,3.8,3.5,,,,,2,185,1,70,29,2.0,1,5,2,3,2,8,2,2,,,,,,,,,,,,,,,,,,3,5,2,3,6,3,3,3,5,3.8,3.5,3.666666667,,,,,1,2,4,3,3,4,3,3,3,2,3,2,3,3,2,3,2,3,3,4,3,2,3,3,2,2,2,3,1,4,3,3,2,5.0,5,3,2,3,5,6,4,2,5,2,6,3,3,4.0,4.75,3.307692308,4,2,2,3,3,2.666666667,3.0,MLRP_0ceuTrh6CPbpVbv,SEVUS,nonEA,1,0,0,1,0,0,0,0,0
SKI30WI,nonEA,0.106513588769161,0.648943165248833,0.285504572692461,0.0,30.7515837851353,0.512762980108482,100.0,0.392018161461622,0.199988648526385,42.1410380510065,0.639013567284212,0,0.448200072,0.648904007,0.499203192,0.285458064,0.213745127,2.70133e-12,4.6,3.25,3.9,3.857142857142857,2.625,4.428571428571429,2,185,1,79,20,1.0,1,3,2,5,2,2,5,3,,,,,,,,,,,,,,,,,,6,4,7,2,4,3,1,3,6,4.6,3.25,4.0,3.9,3.857142857,2.625,4.428571429,2,1,4,4,3,4,4,4,4,4,3,2,4,4,3,4,2,3,4,4,4,4,3,4,4,4,4,3,1,2,3,2,5,5.0,3,2,6,7,3,2,3,4,3,2,6,4,5,4.5,4.0,4.0,4,3,3,4,5,3.333333333,4.5,MLRP_eE9SVQ5lI7VlV9r,SKI30WI,nonEA,12,3,6,2,0,1,1,1,0
SOU05RY,nonEA,0.057402758867910963,100.0,0.445003817067169,0.0856973070140062,27.5995888119407,0.577725373204694,6.56170335772752,0.50240657593508,0.123191196321471,34.4079314609269,0.718702956771167,0,6.398322232,99.99911148,0.502375692,0.445000466,0.057375226,0.103755254,2.4,4.5,4.2,2.142857142857143,3.25,2.5714285714285716,1,185,1,81,18,1.0,1,2,2,5,3,1,1,2,,,,,,,,,,,,,,,,,,2,5,2,1,2,5,4,3,6,2.4,4.5,3.333333333,4.2,2.142857143,3.25,2.571428571,1,4,4,4,3,4,2,2,4,2,2,2,3,2,2,3,1,4,3,3,3,3,3,3,1,2,2,4,2,4,3,1,1,2.0,5,2,5,4,6,5,4,2,3,2,4,1,1,4.25,3.5,3.384615385,4,5,2,3,3,3.666666667,3.0,MLRP_ebn6Sf4lDTtuQYt,SOU05RY,nonEA,12,5,6,6,0,0,3,1,0
SOU09CK,nonEA,0.33195163721213106,2.28465813835782,0.597091620542479,0.0371210210993626,24.9001581052138,0.633360448830669,1.46413885058624,0.92904325775461,0.0,15.6023723158365,0.912493577626638,0,1.463798307,1.136675114,0.929037623,0.627992402,0.301045221,1.2889e-06,3.0,4.0,4.2,4.0,3.625,4.0,1,184,1,75,24,1.0,1,5,2,1,1,4,4,4,,,,,,,,,,,,,,,,,,2,5,3,2,3,5,4,4,3,3.0,4.0,3.444444444,4.2,4.0,3.625,4.0,2,3,3,3,3,3,2,2,3,1,2,1,2,2,3,2,3,2,2,3,2,1,2,2,2,2,4,3,3,2,3,2,2,6.0,5,4,3,5,5,6,5,3,3,5,5,3,2,3.75,4.0,3.692307692,2,2,3,2,2,2.333333333,2.0,MLRP_79DqELRx2K05Zjf,SOU09CK,nonEA,34,2,0,1,0,1,0,0,0
SVI31VA,nonEA,0.037615249510831006,8.67613609302214,0.306243322327658,0.0672842113222073,27.0342005337428,0.589377985563734,5.48434920777939,0.343858571838489,0.0337684827422437,21.102915256539,0.85581067746415,0,5.661373729,8.314494533,0.344119184,0.306721794,0.037397389,0.050487192,3.4,4.25,4.7,1.4285714285714286,2.0625,2.5714285714285716,2,184,2,75,24,1.0,1,5,2,5,1,2,1,6,,,,,,,,,,,,,,,,,,5,3,3,2,4,3,6,5,3,3.4,4.25,3.777777778,4.7,1.428571429,2.0625,2.571428571,1,1,3,3,4,3,4,3,3,4,4,4,3,3,3,3,1,4,3,3,3,3,4,3,3,3,3,4,1,4,3,5,5,6.0,5,5,3,2,6,5,4,4,5,5,5,3,2,4.0,4.75,3.692307692,5,2,2,3,4,3.0,3.5,MLRP_9QZicoveRTbkmwJ,SVI31VA,nonEA,27,4,0,1,0,0,0,0,2
SVO07NA,nonEA,0.138507212260325,92.563025544558,0.247754462029898,0.114236718042415,31.9874997327573,0.487290839985771,1.16007315837145,0.386261674290223,0.0,23.9534333337514,0.82643618965016,0,1.160165692,0.645885064,0.386220973,0.27630384,0.109917133,1.66305e-08,3.4,4.0,3.8,3.7142857142857144,3.3125,3.5714285714285716,1,184,2,72,27,2.0,1,5,4,5,1,4,3,6,,,,,,,,,,,,,,,,,,6,2,4,2,3,4,3,5,4,3.4,4.0,3.666666667,3.8,3.714285714,3.3125,3.571428571,2,4,3,4,2,3,3,1,2,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,2.0,3,4,4,5,3,4,6,5,3,3,6,3,2,3.5,3.75,3.615384615,5,4,4,4,4,4.333333333,4.0,MLRP_09ybYSJKcolHiuN,SVO07NA,nonEA,36,0,0,0,0,1,1,0,0
TAN24ER,nonEA,-0.015588333502393026,0.733029728036042,0.286344701822492,0.0,30.4744611676855,0.518474457621525,95.2431507898579,0.270756368320099,0.142807147870372,35.8188391178258,0.704163603344308,0,79.81985663,1.2767823,0.270278242,0.260294902,0.009983341,0.105710347,2.8,5.25,4.0,6.428571428571429,2.1875,3.0,1,185,2,73,26,2.0,1,5,5,5,6,8,1,5,,,,,,,,,,,,,,,,,,2,5,3,2,2,6,3,6,6,2.8,5.25,3.888888889,4.0,6.428571429,2.1875,3.0,3,1,3,4,3,2,4,4,4,4,3,2,4,4,3,4,3,2,4,4,4,4,4,4,2,3,3,3,2,2,4,2,2,5.0,7,1,1,7,5,7,2,7,7,6,7,7,7,6.75,6.5,3.615384615,5,5,5,5,5,5.0,5.0,MLRP_9ZDnvTNOJjnXCHX,TAN24ER,nonEA,37,0,0,0,0,0,1,0,1
TAN91FU,nonEA,0.060579451790605976,2.13405442643069,0.373900034119151,0.0,19.3983598579413,0.746752120935121,2.43709680379185,0.434479485909757,0.0,16.44317347736,0.903829151440184,0,2.436145264,2.133807737,0.434448025,0.37385425,0.060593775,1.66449e-13,2.4,1.75,4.6,3.142857142857143,2.625,1.4285714285714286,1,184,1,72,27,2.0,1,5,2,6,2,3,7,6,,,,,,,,,,,,,,,,,,3,3,3,2,1,1,2,2,2,2.4,1.75,2.111111111,4.6,3.142857143,2.625,1.428571429,2,1,4,3,3,4,2,3,3,4,2,1,2,3,3,3,2,3,3,4,1,3,2,4,2,2,3,3,3,4,3,3,5,6.0,7,5,3,5,5,6,3,5,7,3,3,1,1,5.0,4.0,3.384615385,5,3,4,3,4,4.0,3.5,MLRP_cTvMhbHwpFS8CR7,TAN91FU,nonEA,26,0,0,1,0,0,0,1,1
TER12MO,nonEA,-0.239208748475486,6.52057233638466,0.502229865294048,0.0927122099589273,30.1878338003283,0.5243818273568,1.29271119982034,0.263021116818562,0.0,22.5357054835615,0.841045824927297,0,1.647850463,6.339710784,0.270370431,0.502098381,-0.23172795,0.058887356,1.0,1.5,4.7,1.5714285714285714,3.125,1.7142857142857142,1,185,1,71,28,2.0,1,4,6,4,1,5,6,6,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,2,1,2,1.0,1.5,1.222222222,4.7,1.571428571,3.125,1.714285714,2,4,3,3,2,3,1,1,1,1,1,2,3,1,4,3,2,3,2,3,3,3,2,4,3,3,2,2,1,2,2,4,7,5.0,3,1,2,4,6,4,2,2,1,1,7,3,4,4.5,4.25,3.076923077,5,4,4,4,5,4.333333333,4.5,MLRP_9RfQuNToP9dJx8V,TER12MO,nonEA,39,0,0,1,0,1,0,1,0
THO20GI,nonEA,0.00915559971442903,0.584504329654607,0.547951972395391,0.0,38.7449749225707,0.348019755053284,93.5476017785658,0.55710757210982,0.114236335795643,31.9874997159324,0.743645420166265,0,75.04821866,0.679247265,0.554417874,0.549932936,0.004484939,0.091558821,3.2,4.25,4.0,3.5714285714285716,2.125,3.857142857142857,2,185,1,78,21,1.0,4,3,1,5,3,1,1,6,,,,,,,,,,,,,,,,,,2,4,4,2,4,3,5,5,4,3.2,4.25,3.666666667,4.0,3.571428571,2.125,3.857142857,2,1,4,4,4,4,4,2,3,3,4,2,2,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,1,4,3,3,1,6.0,5,4,3,4,4,6,5,3,5,5,3,5,5,3.75,4.25,4.230769231,4,4,4,4,4,4.0,4.0,MLRP_3kjBvziyST76VRr,THO20GI,nonEA,11,0,3,3,0,1,0,2,0
VAL30EZ,nonEA,-0.001009815324530039,100.0,0.706691114468029,0.0285426665217258,16.1925472500549,0.81282369166965,100.0,0.705681299143499,0.0285365296511626,16.1925470331614,0.906411848069905,0,92.054649,92.05279154,0.704689846,0.704692153,-2.30764e-06,0.028521475,2.6,1.5,5.4,1.8571428571428572,2.3125,2.142857142857143,1,184,1,53,46,2.0,1,5,4,6,1,6,6,4,,,,,,,,,,,,,,,,,,2,2,5,2,2,1,2,1,2,2.6,1.5,2.111111111,5.4,1.857142857,2.3125,2.142857143,3,4,3,3,3,3,4,3,4,4,3,3,3,3,4,3,2,3,3,4,3,4,3,3,3,2,3,3,3,3,3,5,7,7.0,5,2,2,5,4,5,3,2,3,3,6,4,3,4.5,4.25,3.307692308,5,5,4,4,5,4.666666667,4.5,MLRP_6lYQQ3qbOo6FfTf,VAL30EZ,nonEA,41,0,0,0,0,0,0,0,0
